Molecule ChEMBL ID,Assay ChEMBL ID,Activity Type,Value,Units,Standard Type,Standard Value,Standard Units,SMILES
CHEMBL264382,CHEMBL674637,,0.0011,uM,IC50,1.1,nM,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21
CHEMBL264382,CHEMBL621151,,0.2,uM,IC50,200.0,nM,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21
CHEMBL264382,CHEMBL615325,,1.95,uM,IC50,1950.0,nM,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21
CHEMBL308133,CHEMBL674643,,1500.0,uM,IC50,1500000.0,nM,O=C(O)C(=Cc1ccc(O)cc1)C(=O)O
CHEMBL308133,CHEMBL675641,,,uM,Ki,,nM,O=C(O)C(=Cc1ccc(O)cc1)C(=O)O
CHEMBL307179,CHEMBL674643,,160.0,uM,IC50,160000.0,nM,COc1cc(C=C(C#N)C#N)cc([N+](=O)[O-])c1O
CHEMBL307179,CHEMBL675636,,55.0,uM,Ki,55000.0,nM,COc1cc(C=C(C#N)C#N)cc([N+](=O)[O-])c1O
CHEMBL305782,CHEMBL674637,,0.18,uM,IC50,180.0,nM,Cc1[nH]c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)c(C)c1CCC(=O)O
CHEMBL308672,CHEMBL674637,,0.45,uM,IC50,450.0,nM,CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(Cl)cc4F)c32)[nH]1
CHEMBL308672,CHEMBL621151,,0.5,uM,IC50,500.0,nM,CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(Cl)cc4F)c32)[nH]1
CHEMBL308672,CHEMBL615490,,,uM,IC50,,nM,CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(Cl)cc4F)c32)[nH]1
CHEMBL133023,CHEMBL677833,,0.024,uM,IC50,24.0,nM,Cc1cccc(Nc2ncnc3ccc(/N=N/N(C)C)cc23)c1
CHEMBL310400,CHEMBL674643,,375.0,uM,IC50,375000.0,nM,N#CC(C#N)=Cc1cccc(O)c1
CHEMBL310400,CHEMBL675636,,123.0,uM,Ki,123000.0,nM,N#CC(C#N)=Cc1cccc(O)c1
CHEMBL136674,CHEMBL677833,,0.071,uM,IC50,71.0,nM,COCC/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
CHEMBL73820,CHEMBL674643,,25.0,uM,IC50,25000.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)O
CHEMBL73820,CHEMBL675636,,70.0,uM,Ki,70000.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)O
CHEMBL79064,CHEMBL674643,,230.0,uM,IC50,230000.0,nM,N#CC(C#N)=C(O)c1ccc(O)cc1
CHEMBL77803,CHEMBL674643,,0.5,uM,IC50,500.0,nM,N#CC(C#N)=C(N)/C(C#N)=C/c1cc(O)c(O)c(Br)c1
CHEMBL75718,CHEMBL674643,,2400.0,uM,IC50,2400000.0,nM,N#C/C=C/c1ccc(O)cc1
CHEMBL77298,CHEMBL674643,,153.0,uM,IC50,153000.0,nM,COc1cc(C=C(C#N)C#N)cc(Br)c1O
CHEMBL77298,CHEMBL675636,,50.0,uM,Ki,50000.0,nM,COc1cc(C=C(C#N)C#N)cc(Br)c1O
CHEMBL432941,CHEMBL679949,,8.88,uM,IC50,8880.0,nM,COc1cccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]c3c(c2CCC(=O)O)CCCC3)c1
CHEMBL420609,CHEMBL679949,,100.0,uM,IC50,100000.0,nM,COc1ccc2c(c1)NC(=O)/C2=C\c1[nH]c2c(c1CCC(=O)O)CCCC2
CHEMBL419682,CHEMBL679949,,100.0,uM,IC50,100000.0,nM,COc1cccc(-c2ccc3c(c2)NC(=O)/C3=C\c2cc3c([nH]2)CCCC3)c1
CHEMBL322395,CHEMBL674698,,3000.0,nM,IC50,3000.0,nM,COc1cc(Nc2c(C#N)cnc3cc(-c4ccc(CN5CCOCC5)cc4)ccc23)c(Cl)cc1Cl
CHEMBL88462,CHEMBL679949,,100.0,uM,IC50,100000.0,nM,COc1ccccc1-c1ccc2c(c1)NC(=O)/C2=C\c1cc2c([nH]1)CCCC2
CHEMBL431996,CHEMBL679949,,56.5,uM,IC50,56500.0,nM,O=C(O)CCc1c(/C=C2\C(=O)Nc3ccc(C(=O)O)cc32)[nH]c2c1CCCC2
CHEMBL91250,CHEMBL679949,,100.0,uM,IC50,100000.0,nM,COc1ccc2c(c1)NC(=O)/C2=C\c1cc2c([nH]1)CCCC2
CHEMBL88771,CHEMBL679949,,100.0,uM,IC50,100000.0,nM,O=C(O)CCc1c(/C=C2\C(=O)Nc3cc(-c4ccccc4)ccc32)[nH]c2c1CCCC2
CHEMBL91815,CHEMBL679949,,100.0,uM,IC50,100000.0,nM,COc1ccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]c3c(c2CCC(=O)O)CCCC3)cc1
CHEMBL328029,CHEMBL679949,,100.0,uM,IC50,100000.0,nM,O=C1Nc2ccccc2/C1=C/c1cc2c([nH]1)CCCC2
CHEMBL314995,CHEMBL679949,,100.0,uM,IC50,100000.0,nM,O=C(O)CCc1c(/C=C2\C(=O)Nc3ccc(Br)cc32)[nH]c2c1CCCC2
CHEMBL88483,CHEMBL679949,,100.0,uM,IC50,100000.0,nM,NS(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2
CHEMBL313746,CHEMBL679949,,100.0,uM,IC50,100000.0,nM,O=C1Nc2cc(-c3ccccc3)ccc2/C1=C/c1cc2c([nH]1)CCCC2
CHEMBL89363,CHEMBL679949,,100.0,uM,IC50,100000.0,nM,Cc1c[nH]c(/C=C2\C(=O)Nc3ccccc32)c1CCC(=O)O
CHEMBL276711,CHEMBL679949,,100.0,uM,IC50,100000.0,nM,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1
CHEMBL313500,CHEMBL679949,,100.0,uM,IC50,100000.0,nM,COc1ccc(-c2ccc3c(c2)NC(=O)/C3=C\c2cc3c([nH]2)CCCC3)cc1
CHEMBL89010,CHEMBL679949,,100.0,uM,IC50,100000.0,nM,O=C1Nc2ccc(C(=O)O)cc2/C1=C/c1cc2c([nH]1)CCCC2
CHEMBL86531,CHEMBL679949,,29.1,uM,IC50,29100.0,nM,NS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCC(=O)O)CCCC3)C(=O)N2
CHEMBL315753,CHEMBL679949,,100.0,uM,IC50,100000.0,nM,O=C(O)CCc1c(/C=C2\C(=O)Nc3ccccc32)[nH]c2c1CCCC2
CHEMBL88606,CHEMBL679949,,100.0,uM,IC50,100000.0,nM,O=C1Nc2ccc(Br)cc2/C1=C/c1cc2c([nH]1)CCCC2
CHEMBL313821,CHEMBL679949,,100.0,uM,IC50,100000.0,nM,COc1ccccc1-c1ccc2c(c1)NC(=O)/C2=C\c1[nH]c2c(c1CCC(=O)O)CCCC2
CHEMBL266969,CHEMBL679549,,50.0,uM,IC50,50000.0,nM,O=C1NC(=O)c2cc(NC3CCCCC3)c(NC3CCCCC3)cc21
CHEMBL138691,CHEMBL673925,,4.2,nM,IC50,4.2,nM,C=CC(=O)N(CCN(C)C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL138691,CHEMBL677216,,2282.0,nM,IC50,2282.0,nM,C=CC(=O)N(CCN(C)C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL138691,CHEMBL623728,,80.0,%,Inhibition,80.0,%,C=CC(=O)N(CCN(C)C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL51283,CHEMBL680020,,,uM,IC50,,nM,CN1CCN(c2ccc(Nc3ncc4cc(-c5c(Cl)cccc5Cl)c(=O)n(C)c4n3)cc2)CC1
CHEMBL52829,CHEMBL679947,,4.0,nM,IC50,4.0,nM,Cc1cccc(Nc2ncnc3cnc(N(C)C)nc23)c1
CHEMBL52823,CHEMBL679947,,380.0,nM,IC50,380.0,nM,Cc1cccc(Nc2ncnc3cnc(Cl)nc23)c1
CHEMBL8000,CHEMBL679549,,100.0,uM,IC50,100000.0,nM,O=C1c2cc(Nc3ccccc3)c(Nc3ccccc3)cc2C(=O)N1c1ccccc1
CHEMBL8000,CHEMBL621149,,50.0,uM,IC50,50000.0,nM,O=C1c2cc(Nc3ccccc3)c(Nc3ccccc3)cc2C(=O)N1c1ccccc1
CHEMBL139307,CHEMBL673925,,3.3,nM,IC50,3.3,nM,C=CC(=O)N(CCCN1CCOCC1)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1
CHEMBL139307,CHEMBL677216,,194.0,nM,IC50,194.0,nM,C=CC(=O)N(CCCN1CCOCC1)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1
CHEMBL139307,CHEMBL623728,,20.0,%,Inhibition,20.0,%,C=CC(=O)N(CCCN1CCOCC1)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1
CHEMBL111913,CHEMBL680020,,,uM,IC50,,nM,CC(=O)Nc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1
CHEMBL322298,CHEMBL680019,,0.2,uM,IC50,200.0,nM,CCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccccc3)nc21
CHEMBL111434,CHEMBL680019,,0.67,uM,IC50,670.0,nM,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(Br)c3)nc21
CHEMBL111197,CHEMBL680019,,0.03,uM,IC50,30.0,nM,COc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1
CHEMBL291667,CHEMBL677391,,100.0,uM,IC50,100000.0,nM,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cccc(Cl)c3n2C)c(C(=O)Nc2ccccc2)c2cccc(Cl)c21
CHEMBL8091,CHEMBL679549,,100.0,uM,IC50,100000.0,nM,COC(=O)c1cc(Nc2ccc(F)cc2)c(Nc2ccc(F)cc2)cc1C(=O)OC
CHEMBL136058,CHEMBL673925,,0.81,nM,IC50,0.81,nM,O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCN1CCOCC1
CHEMBL136058,CHEMBL677216,,8.8,nM,IC50,8.8,nM,O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCN1CCOCC1
CHEMBL136058,CHEMBL623728,,80.0,%,Inhibition,80.0,%,O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCN1CCOCC1
CHEMBL136058,CHEMBL677213,,8.8,nM,IC50,8.8,nM,O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCN1CCOCC1
CHEMBL113128,CHEMBL680019,,50.0,uM,IC50,50000.0,nM,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NC3CCCCC3)nc21
CHEMBL109547,CHEMBL680020,,,uM,IC50,,nM,CCOC(=O)c1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1
CHEMBL51854,CHEMBL679947,,3.8,nM,IC50,3.8,nM,COc1ncc2ncnc(Nc3cccc(Br)c3)c2n1
CHEMBL939,CHEMBL683041,,0.515,uM,IC50,515.0,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
CHEMBL95320,CHEMBL683041,,0.85,uM,IC50,850.0,nM,C#Cc1cccc(Nc2c(C#N)cnc3cc(OCCOC)c(OCCOC)cc23)c1
CHEMBL8271,CHEMBL679549,,100.0,uM,IC50,100000.0,nM,O=C1NC(=O)c2cc(Sc3ccccc3)c(Sc3ccccc3)cc21
CHEMBL323775,CHEMBL680020,,,uM,IC50,,nM,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(OCCN4CCCCC4)cc3)nc21
CHEMBL298931,CHEMBL679947,,17.0,nM,IC50,17.0,nM,Cc1cccc(Nc2ncnc3cnc(N)nc23)c1
CHEMBL292323,CHEMBL677391,,6.5,uM,IC50,6500.0,nM,COc1cccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4cccc(OC)c4n3C)n(C)c12
CHEMBL334334,CHEMBL676146,,9.0,uM,IC50,9000.0,nM,COC(=O)c1cccc(NCc2cc(O)ccc2O)c1
CHEMBL316764,CHEMBL676146,,100.0,uM,IC50,100000.0,nM,O=C(O)c1cc(/N=C/c2cc(O)ccc2O)ccc1O
CHEMBL545315,CHEMBL673925,,1.5,nM,IC50,1.5,nM,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl
CHEMBL545315,CHEMBL677216,,7.4,nM,IC50,7.4,nM,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl
CHEMBL545315,CHEMBL623728,,80.0,%,Inhibition,80.0,%,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl
CHEMBL545315,CHEMBL677213,,7.4,nM,IC50,7.4,nM,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl
CHEMBL111365,CHEMBL680019,,1.3,uM,IC50,1300.0,nM,COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cn1
CHEMBL113521,CHEMBL680020,,,uM,IC50,,nM,CCNCCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1
CHEMBL52591,CHEMBL679947,,4.3,nM,IC50,4.3,nM,CNc1ncc2ncnc(Nc3cccc(C)c3)c2n1
CHEMBL64459,CHEMBL677391,,100.0,uM,IC50,100000.0,nM,Cc1ccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4ccc(C)cc4n3C)n(C)c2c1
CHEMBL129989,CHEMBL676146,,100.0,uM,IC50,100000.0,nM,COC(=O)c1cc(/N=C/c2cc(O)ccc2O)ccc1OC
CHEMBL132907,CHEMBL676146,,20.0,uM,IC50,20000.0,nM,COC(=O)c1cc(NCc2ccccc2O)ccc1O
CHEMBL268368,CHEMBL679549,,100.0,uM,IC50,100000.0,nM,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21
CHEMBL422292,CHEMBL673925,,1.5,nM,IC50,1.5,nM,CCOC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL422292,CHEMBL677216,,51.0,nM,IC50,51.0,nM,CCOC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL422292,CHEMBL623728,,80.0,%,Inhibition,80.0,%,CCOC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL51573,CHEMBL680020,,,uM,IC50,,nM,Cc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1
CHEMBL110034,CHEMBL680019,,5.0,uM,IC50,5000.0,nM,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCc3cccnc3)nc21
CHEMBL113023,CHEMBL680019,,0.25,uM,IC50,250.0,nM,COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1C
CHEMBL417420,CHEMBL679947,,2.9,nM,IC50,2.9,nM,Brc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)nc23)c1
CHEMBL304414,CHEMBL677391,,10.0,uM,IC50,10000.0,nM,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccccc3n2C)c(C(=O)Nc2ccccc2)c2ccccc21
CHEMBL106232,CHEMBL680019,,4.5,uM,IC50,4500.0,nM,CN1CCN(CCCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1
CHEMBL327127,CHEMBL680019,,0.09,uM,IC50,90.0,nM,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(CO)c3)nc21
CHEMBL294475,CHEMBL679947,,0.81,nM,IC50,0.81,nM,Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1
CHEMBL294475,CHEMBL680026,,3.1,nM,IC50,3.1,nM,Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1
CHEMBL266487,CHEMBL679549,,50.0,uM,IC50,50000.0,nM,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12
CHEMBL293261,CHEMBL677390,,0.85,uM,IC50,850.0,nM,O=C(CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)NCc2ccccc2)[nH]c2ccccc12)NCc1ccccc1
CHEMBL323405,CHEMBL680020,,,uM,IC50,,nM,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(O)cc3)nc21
CHEMBL331366,CHEMBL680020,,,uM,IC50,,nM,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(OCCN)cc3)nc21
CHEMBL53310,CHEMBL679947,,13.0,nM,IC50,13.0,nM,CNc1ncc2ncnc(Nc3ccccc3)c2n1
CHEMBL267019,CHEMBL679549,,2.5,uM,IC50,2500.0,nM,O=C1NC(=O)c2cc(Nc3ccc(O)cc3)c(Nc3ccc(O)cc3)cc21
CHEMBL285063,CHEMBL673925,,0.7,nM,IC50,0.7,nM,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
CHEMBL285063,CHEMBL677216,,2.7,nM,IC50,2.7,nM,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
CHEMBL285063,CHEMBL623728,,80.0,%,Inhibition,80.0,%,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
CHEMBL136404,CHEMBL673925,,0.5,nM,IC50,0.5,nM,C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL136404,CHEMBL677216,,7.7,nM,IC50,7.7,nM,C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL136404,CHEMBL623728,,80.0,%,Inhibition,80.0,%,C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL113356,CHEMBL680019,,50.0,uM,IC50,50000.0,nM,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCc3ccccc3)nc21
CHEMBL291979,CHEMBL677391,,54.1,uM,IC50,54100.0,nM,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(C#N)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(C#N)ccc21
CHEMBL62843,CHEMBL677391,,100.0,uM,IC50,100000.0,nM,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cccc(O)c3n2C)c(C(=O)Nc2ccccc2)c2cccc(O)c21
CHEMBL63009,CHEMBL677391,,100.0,uM,IC50,100000.0,nM,CN1C(=S)C(C)(C(=O)Nc2ccccc2)c2ccccc21
CHEMBL267941,CHEMBL679549,,50.0,uM,IC50,50000.0,nM,CN(c1ccccc1)c1cc2c(cc1N(C)c1ccccc1)C(=O)NC2=O
CHEMBL334697,CHEMBL673925,,0.17,nM,IC50,0.17,nM,C=CC(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL334697,CHEMBL677217,,13.0,nM,IC50,13.0,nM,C=CC(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL334697,CHEMBL623727,,80.0,%,Inhibition,80.0,%,C=CC(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL434827,CHEMBL673925,,0.73,nM,IC50,0.73,nM,CCN(CC)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL434827,CHEMBL677216,,21.0,nM,IC50,21.0,nM,CCN(CC)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL434827,CHEMBL623728,,80.0,%,Inhibition,80.0,%,CCN(CC)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL434827,CHEMBL679948,,21.0,nM,IC50,21.0,nM,CCN(CC)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL292287,CHEMBL677391,,100.0,uM,IC50,100000.0,nM,Cc1cccc2c1c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3c(C)cccc3n1C)n2C
CHEMBL64430,CHEMBL677391,,5.0,uM,IC50,5000.0,nM,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc([N+](=O)[O-])ccc3n2C)c(C(=O)Nc2ccccc2)c2cc([N+](=O)[O-])ccc21
CHEMBL64068,CHEMBL677391,,100.0,uM,IC50,100000.0,nM,CC(=O)Oc1ccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4ccc(OC(C)=O)cc4n3C)n(C)c2c1
CHEMBL62067,CHEMBL677391,,100.0,uM,IC50,100000.0,nM,CN1C(=S)C(C(=O)Nc2ccccc2)c2cc(Cl)ccc21
CHEMBL64814,CHEMBL677391,,100.0,uM,IC50,100000.0,nM,CSc1c(C(=O)Nc2ccccc2)c2ccccc2n1C
CHEMBL137082,CHEMBL673925,,2.7,nM,IC50,2.7,nM,C=CC(=O)N(CCCN1CCOCC1)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL137082,CHEMBL677216,,156.0,nM,IC50,156.0,nM,C=CC(=O)N(CCCN1CCOCC1)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL137082,CHEMBL623728,,80.0,%,Inhibition,80.0,%,C=CC(=O)N(CCCN1CCOCC1)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL299347,CHEMBL680019,,50.0,uM,IC50,50000.0,nM,CN(C)c1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1
CHEMBL324926,CHEMBL680019,,0.33,uM,IC50,330.0,nM,COc1cc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc(OC)c1
CHEMBL53311,CHEMBL679947,,82.0,nM,IC50,82.0,nM,Clc1ncc2ncnc(Nc3cccc(Br)c3)c2n1
CHEMBL62176,CHEMBL677391,,1.0,uM,IC50,1000.0,nM,CN1C(=S)C(C(=O)Nc2ccccc2)c2ccccc21
CHEMBL130694,CHEMBL676146,,20.0,uM,IC50,20000.0,nM,O=C(O)c1cc(/N=C/c2ccccc2O)ccc1O
CHEMBL423159,CHEMBL676146,,21.0,uM,IC50,21000.0,nM,COC(=O)c1cc(NCc2cccc(O)c2)ccc1O
CHEMBL109759,CHEMBL680019,,5.0,uM,IC50,5000.0,nM,CC(C)Nc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1
CHEMBL299622,CHEMBL679947,,0.76,nM,IC50,0.76,nM,CNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1
CHEMBL299622,CHEMBL680026,,30.0,nM,IC50,30.0,nM,CNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1
CHEMBL138363,CHEMBL673925,,1.6,nM,IC50,1.6,nM,C=C(C)C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL138363,CHEMBL677216,,44.0,nM,IC50,44.0,nM,C=C(C)C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL138363,CHEMBL623728,,20.0,%,Inhibition,20.0,%,C=C(C)C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL93464,CHEMBL673925,,0.55,nM,IC50,0.55,nM,C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
CHEMBL93464,CHEMBL677216,,8.7,nM,IC50,8.7,nM,C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
CHEMBL93464,CHEMBL623728,,80.0,%,Inhibition,80.0,%,C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
CHEMBL112080,CHEMBL680020,,,uM,IC50,,nM,CN(C)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1
CHEMBL53831,CHEMBL679947,,1.5,nM,IC50,1.5,nM,Nc1ncc2ncnc(Nc3cccc(Br)c3)c2n1
CHEMBL299881,CHEMBL679947,,2.3,nM,IC50,2.3,nM,Cc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1
CHEMBL50027,CHEMBL679947,,2550.0,nM,IC50,2550.0,nM,Clc1ncc2ncnc(Nc3ccccc3)c2n1
CHEMBL31965,CHEMBL683041,,0.074,uM,IC50,74.0,nM,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1
CHEMBL344486,CHEMBL673925,,2.7,nM,IC50,2.7,nM,CCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
CHEMBL344486,CHEMBL677216,,64.0,nM,IC50,64.0,nM,CCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
CHEMBL344486,CHEMBL623728,,80.0,%,Inhibition,80.0,%,CCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
CHEMBL138940,CHEMBL673925,,0.61,nM,IC50,0.61,nM,O=C(/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)NCCCN1CCOCC1
CHEMBL138940,CHEMBL677216,,14.0,nM,IC50,14.0,nM,O=C(/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)NCCCN1CCOCC1
CHEMBL138940,CHEMBL623728,,80.0,%,Inhibition,80.0,%,O=C(/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)NCCCN1CCOCC1
CHEMBL138940,CHEMBL677213,,14.0,nM,IC50,14.0,nM,O=C(/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)NCCCN1CCOCC1
CHEMBL112706,CHEMBL680020,,,uM,IC50,,nM,CN1CCN(Cc2ccc(Nc3ncc4cc(-c5c(Cl)cccc5Cl)c(=O)n(C)c4n3)cc2)CC1
CHEMBL321193,CHEMBL680019,,0.15,uM,IC50,150.0,nM,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(O)c3)nc21
CHEMBL419022,CHEMBL680019,,0.7,uM,IC50,700.0,nM,CCOC(=O)CCCc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1
